,Unnamed: 0,song,artist,album,duration,track_num,release_date,popularity,danceability,energy,key,key_confidence,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Song,Main composer,Singer,lead
105,106,AND YOUR BIRD CAN SING,The Beatles,Revolver,120493,9,1966,59,0.555,0.65,E,0.746,Major,0.0282,0.0067,0.0491,0.23600000000000002,0.966,132.59,AND YOUR BIRD CAN SING,Lennon,Lennon,Lennon
106,107,FOR NO ONE,The Beatles,Revolver,119813,10,1966,62,0.483,0.35100000000000003,Db,0.63,Minor,0.0278,0.7829999999999999,0.0,0.115,0.713,81.208,FOR NO ONE,McCartney,McCartney,McCartney
107,108,DOCTOR ROBERT,The Beatles,Revolver,134266,11,1966,51,0.39399999999999996,0.64,E,0.537,Major,0.0488,0.16399999999999998,0.139,0.153,0.574,164.62599999999998,DOCTOR ROBERT,Lennon,Lennon,Lennon
108,109,I WANT TO TELL YOU,The Beatles,Revolver,147973,12,1966,51,0.493,0.525,A,0.924,Major,0.0315,0.182,4.4e-06,0.14800000000000002,0.449,127.492,I WANT TO TELL YOU,Harrison,Harrison,Harrison
109,110,GOT TO GET YOU INTO MY LIFE,The Beatles,Revolver,149240,13,1966,61,0.521,0.524,C,0.424,Major,0.0302,0.42,9.27e-06,0.0838,0.711,136.679,GOT TO GET YOU INTO MY LIFE,McCartney,McCartney,McCartney
110,111,TOMORROW NEVER KNOWS,The Beatles,Revolver,179546,14,1966,57,0.38,0.8290000000000001,F,0.7070000000000001,Major,0.0405,8.4e-05,0.0020800000000000003,0.342,0.0534,125.887,TOMORROW NEVER KNOWS,Lennon,Lennon,Lennon
111,112,DRIVE MY CAR,The Beatles,Rubber Soul,148893,1,1965,65,0.754,0.5710000000000001,D,0.0,Major,0.0421,0.0173,0.0,0.3,0.82,122.463,DRIVE MY CAR,McCartney,Lennon/McCartney,McCartney
112,113,NORWEGIAN WOOD (THIS BIRD HAS FLOWN),The Beatles,Rubber Soul,124693,2,1965,68,0.425,0.369,E,0.8420000000000001,Major,0.0379,0.183,0.00126,0.11199999999999999,0.65,176.625,NORWEGIAN WOOD (THIS BIRD HAS FLOWN),Lennon,Lennon,Lennon
113,114,YOU WON'T SEE ME,The Beatles,Rubber Soul,199960,3,1965,59,0.488,0.539,A,0.6859999999999999,Major,0.0304,0.136,0.0,0.0538,0.473,115.941,YOU WON'T SEE ME,McCartney,McCartney,McCartney
114,115,NOWHERE MAN,The Beatles,Rubber Soul,163693,4,1965,63,0.534,0.624,E,0.565,Major,0.0462,0.00797,0.0,0.128,0.687,121.402,NOWHERE MAN,Lennon,Lennon,Lennon
115,116,THINK FOR YOURSELF,The Beatles,Rubber Soul,138520,5,1965,53,0.529,0.5670000000000001,C,0.606,Major,0.0282,0.0124,0.0,0.0729,0.799,130.54399999999998,THINK FOR YOURSELF,Harrison,Harrison,Harrison
116,117,THE WORD,The Beatles,Rubber Soul,163106,6,1965,52,0.59,0.6409999999999999,C,0.455,Major,0.0416,0.0068200000000000005,0.0,0.0553,0.792,120.773,THE WORD,Lennon/McCartney,Lennon/McCartney,Lennon/McCartney
117,118,MICHELLE,The Beatles,Rubber Soul,162373,7,1965,66,0.578,0.29,F,0.792,Minor,0.0341,0.652,0.0,0.105,0.6659999999999999,117.40299999999999,MICHELLE,McCartney,McCartney,McCartney
118,119,WHAT GOES ON,The Beatles,Rubber Soul,168573,8,1965,51,0.67,0.7759999999999999,E,0.258,Major,0.0749,0.0168,3.01e-06,0.0732,0.765,96.93,WHAT GOES ON,Lennon/McCartney,Starr,Starr
119,120,GIRL,The Beatles,Rubber Soul,151720,9,1965,62,0.6990000000000001,0.294,F,0.818,Minor,0.0294,0.5870000000000001,0.0,0.11699999999999999,0.893,96.615,GIRL,Lennon,Lennon,Lennon
120,121,I'M LOOKING THROUGH YOU,The Beatles,Rubber Soul,146386,10,1965,60,0.667,0.498,Db,0.37799999999999995,Major,0.0364,0.00772,0.0,0.0481,0.774,85.84299999999999,I'M LOOKING THROUGH YOU,McCartney,McCartney,McCartney
121,122,IN MY LIFE,The Beatles,Rubber Soul,146333,11,1965,73,0.688,0.435,A,0.597,Major,0.0323,0.449,0.0,0.113,0.435,103.23899999999999,IN MY LIFE,Lennon/McCartney,Lennon,Lennon
122,123,WAIT,The Beatles,Rubber Soul,134720,12,1965,52,0.552,0.48700000000000004,F#,0.589,Minor,0.04,0.0175,0.0,0.105,0.657,127.20100000000001,WAIT,Lennon/McCartney,Lennon/McCartney,Lennon/McCartney
123,124,IF I NEEDED SOMEONE,The Beatles,Rubber Soul,142266,13,1965,53,0.49200000000000005,0.755,A,0.7759999999999999,Major,0.0331,0.00748,0.0,0.102,0.7959999999999999,127.387,IF I NEEDED SOMEONE,Harrison,Harrison,Harrison
124,125,RUN FOR YOUR LIFE,The Beatles,Rubber Soul,141093,14,1965,57,0.563,0.705,D,0.019,Major,0.10300000000000001,0.0103,0.0,0.0552,0.8220000000000001,176.732,RUN FOR YOUR LIFE,Lennon,Lennon,Lennon
125,126,HELP!,The Beatles,Help!,139560,1,1965,71,0.534,0.725,F#,0.0,Minor,0.0332,0.188,0.0,0.0994,0.763,95.00299999999999,HELP!,Lennon,Lennon,Lennon
126,127,THE NIGHT BEFORE,The Beatles,Help!,154933,2,1965,58,0.461,0.762,D,0.19399999999999998,Major,0.0379,0.0537,0.0,0.23800000000000002,0.632,84.49600000000001,THE NIGHT BEFORE,McCartney,McCartney,McCartney
127,128,YOU'VE GOT TO HIDE YOUR LOVE AWAY,The Beatles,Help!,129120,3,1965,64,0.39799999999999996,0.392,G,0.892,Major,0.0282,0.207,0.0,0.102,0.37799999999999995,184.267,YOU'VE GOT TO HIDE YOUR LOVE AWAY,Lennon,Lennon,Lennon
128,129,I NEED YOU,The Beatles,Help!,148786,4,1965,53,0.601,0.489,A,0.718,Major,0.0455,0.27699999999999997,0.0,0.0988,0.638,136.215,I NEED YOU,Harrison,Harrison,Harrison
129,130,ANOTHER GIRL,The Beatles,Help!,125360,5,1965,49,0.516,0.638,A,0.131,Major,0.0314,0.23800000000000002,0.0,0.33299999999999996,0.8220000000000001,88.65700000000001,ANOTHER GIRL,McCartney,McCartney,McCartney
130,131,YOU'RE GOING TO LOSE THAT GIRL,The Beatles,Help!,138666,6,1965,58,0.5329999999999999,0.66,E,0.272,Major,0.0337,0.34600000000000003,0.0,0.26,0.818,131.975,YOU'RE GOING TO LOSE THAT GIRL,Lennon,Lennon,Lennon
131,132,TICKET TO RIDE,The Beatles,Help!,189680,7,1965,65,0.519,0.85,A,0.39399999999999996,Major,0.0678,0.0457,0.0,0.233,0.7490000000000001,123.419,TICKET TO RIDE,Lennon,Lennon,Lennon
132,133,ACT NATURALLY,The Beatles,Help!,150373,8,1965,48,0.7020000000000001,0.447,G,0.865,Major,0.0308,0.366,0.0,0.153,0.9440000000000001,93.02,ACT NATURALLY,Morrison/Russel,Starr,Starr
133,134,IT'S ONLY LOVE,The Beatles,Help!,116480,9,1965,51,0.629,0.551,C,0.38299999999999995,Major,0.0256,0.22,0.0,0.0432,0.685,113.155,IT'S ONLY LOVE,Lennon,Lennon,Lennon
134,135,YOU LIKE ME TOO MUCH,The Beatles,Help!,156866,10,1965,47,0.555,0.57,G,0.636,Major,0.0302,0.415,0.0,0.191,0.899,88.316,YOU LIKE ME TOO MUCH,Harrison,Harrison,Harrison
135,136,TELL ME WHAT YOU SEE,The Beatles,Help!,157986,11,1965,46,0.5920000000000001,0.7959999999999999,G,0.47700000000000004,Major,0.0429,0.061,0.0,0.131,0.7,136.675,TELL ME WHAT YOU SEE,McCartney,McCartney,McCartney
136,137,I'VE JUST SEEN A FACE,The Beatles,Help!,125040,12,1965,62,0.647,0.56,A,0.6709999999999999,Major,0.0387,0.723,0.0,0.11800000000000001,0.9129999999999999,120.41799999999999,I'VE JUST SEEN A FACE,McCartney,McCartney,McCartney
137,138,YESTERDAY,The Beatles,Help!,125666,13,1965,76,0.332,0.179,F,0.562,Major,0.0326,0.879,0.0,0.0886,0.315,96.529,YESTERDAY,McCartney,McCartney,McCartney
138,139,DIZZY MISS LIZZY,The Beatles,Help!,176506,14,1965,46,0.373,0.934,A,0.645,Major,0.0591,0.11599999999999999,0.00445,0.0962,0.9179999999999999,136.037,DIZZY MISS LIZZY,Williams,Lennon,Lennon
139,140,NO REPLY,The Beatles,Beatles For Sale,136066,1,1964,58,0.718,0.593,C,0.6829999999999999,Major,0.0377,0.67,0.0,0.172,0.8690000000000001,124.251,NO REPLY,Lennon,Lennon,Lennon
140,141,I'M A LOSER,The Beatles,Beatles For Sale,150026,2,1964,48,0.49200000000000005,0.628,G,0.605,Major,0.0439,0.5670000000000001,1.07e-06,0.267,0.856,89.87700000000001,I'M A LOSER,Lennon,Lennon,Lennon
141,142,BABY'S IN BLACK,The Beatles,Beatles For Sale,124520,3,1964,48,0.374,0.596,A,0.955,Major,0.0416,0.434,0.0,0.098,0.8759999999999999,202.97,BABY'S IN BLACK,Lennon/McCartney,Lennon/McCartney,Lennon/McCartney
142,143,ROCK AND ROLL MUSIC,The Beatles,Beatles For Sale,151280,4,1964,53,0.457,0.917,A,0.728,Major,0.0441,0.5660000000000001,0.0,0.33299999999999996,0.965,167.092,ROCK AND ROLL MUSIC,Berry,Lennon,Lennon
143,144,I'LL FOLLOW THE SUN,The Beatles,Beatles For Sale,108853,5,1964,60,0.6890000000000001,0.313,C,0.6859999999999999,Major,0.0366,0.789,0.0,0.14400000000000002,0.625,133.754,I'LL FOLLOW THE SUN,McCartney,McCartney,McCartney
144,145,MR MOONLIGHT,The Beatles,Beatles For Sale,158626,6,1964,45,0.631,0.424,F#,0.797,Major,0.0438,0.7959999999999999,0.000143,0.11800000000000001,0.589,126.12700000000001,MR MOONLIGHT,Johnson,Lennon,Lennon
145,146,KANSAS CITY / HEY-HEY-HEY-HEY - MEDLEY,The Beatles,Beatles For Sale,158146,7,1964,45,0.588,0.7240000000000001,G,0.368,Major,0.0335,0.614,8.92e-05,0.877,0.924,131.36,KANSAS CITY / HEY-HEY-HEY-HEY - MEDLEY,Leiber/Stoller/Penniman,McCartney,McCartney
146,147,EIGHT DAYS A WEEK,The Beatles,Beatles For Sale,163600,8,1964,65,0.652,0.583,A,0.561,Major,0.038,0.41200000000000003,0.0,0.11900000000000001,0.7440000000000001,138.134,EIGHT DAYS A WEEK,McCartney,Lennon/McCartney,McCartney
147,148,WORDS OF LOVE,The Beatles,Beatles For Sale,124320,9,1964,49,0.551,0.5329999999999999,A,0.932,Major,0.0297,0.32299999999999995,0.722,0.17300000000000001,0.85,122.35799999999999,WORDS OF LOVE,Holly,Lennon,Lennon
148,149,HONEY DON'T,The Beatles,Beatles For Sale,177426,10,1964,43,0.629,0.545,E,0.521,Major,0.0348,0.473,5.08e-05,0.0854,0.735,162.438,HONEY DON'T,Perkins,Starr,Starr
149,150,EVERY LITTLE THING,The Beatles,Beatles For Sale,123800,11,1964,46,0.74,0.49,D,0.413,Major,0.038,0.488,0.0,0.10300000000000001,0.6779999999999999,123.227,EVERY LITTLE THING,McCartney,Lennon,Lennon
150,151,I DON'T WANT TO SPOIL THE PARTY,The Beatles,Beatles For Sale,154466,12,1964,44,0.5329999999999999,0.6679999999999999,G,0.6779999999999999,Major,0.033,0.451,0.0,0.149,0.889,95.43799999999999,I DON'T WANT TO SPOIL THE PARTY,Lennon,Lennon,Lennon
151,152,WHAT YOU'RE DOING,The Beatles,Beatles For Sale,150040,13,1964,45,0.695,0.53,D,0.43,Major,0.0403,0.301,2e-06,0.0583,0.825,129.506,WHAT YOU'RE DOING,McCartney,McCartney,McCartney
152,153,EVERYBODY'S TRYING TO BE MY BABY,The Beatles,Beatles For Sale,146000,14,1964,44,0.5429999999999999,0.8059999999999999,E,0.7,Major,0.0385,0.466,0.0,0.134,0.943,85.17200000000001,EVERYBODY'S TRYING TO BE MY BABY,Perkins,Harrison,Harrison
153,154,A HARD DAY'S NIGHT,The Beatles,A Hard Day's Night,154200,1,1964,67,0.59,0.805,C,0.732,Major,0.0371,0.13699999999999998,0.0,0.0996,0.797,138.514,A HARD DAY'S NIGHT,Lennon,Lennon,Lennon
154,155,I SHOULD HAVE KNOWN BETTER,The Beatles,A Hard Day's Night,163080,2,1964,60,0.682,0.444,G,0.7559999999999999,Major,0.0289,0.257,0.0,0.115,0.91,130.704,I SHOULD HAVE KNOWN BETTER,Lennon,Lennon,Lennon
155,156,IF I FELL,The Beatles,A Hard Day's Night,139466,3,1964,62,0.665,0.31,D,0.762,Major,0.0278,0.68,0.0,0.0877,0.568,108.211,IF I FELL,Lennon,Lennon,Lennon
156,157,I'M HAPPY JUST TO DANCE WITH YOU,The Beatles,A Hard Day's Night,116373,4,1964,58,0.6579999999999999,0.537,F#,0.179,Minor,0.0307,0.138,0.0,0.0572,0.887,132.115,I'M HAPPY JUST TO DANCE WITH YOU,Lennon,Harrison,Harrison
157,158,AND I LOVE HER,The Beatles,A Hard Day's Night,149693,5,1964,67,0.767,0.331,Db,0.358,Minor,0.0337,0.64,0.0,0.0681,0.636,113.31200000000001,AND I LOVE HER,McCartney,McCartney,McCartney
158,159,TELL ME WHY,The Beatles,A Hard Day's Night,128693,6,1964,49,0.267,0.688,B,0.263,Minor,0.0388,0.586,0.0,0.307,0.797,150.942,TELL ME WHY,Lennon,Lennon,Lennon
159,160,CAN'T BUY ME LOVE,The Beatles,A Hard Day's Night,131866,7,1964,65,0.483,0.677,C,0.669,Major,0.0593,0.28300000000000003,0.0,0.321,0.8420000000000001,170.72,CAN'T BUY ME LOVE,McCartney,McCartney,McCartney
160,161,ANY TIME AT ALL,The Beatles,A Hard Day's Night,131280,8,1964,50,0.612,0.7190000000000001,D,0.5539999999999999,Major,0.0398,0.366,3.88e-06,0.43700000000000006,0.7440000000000001,141.016,ANY TIME AT ALL,Lennon,Lennon,Lennon
161,162,I'LL CRY INSTEAD,The Beatles,A Hard Day's Night,105986,9,1964,46,0.643,0.73,G,0.6890000000000001,Major,0.0347,0.0917,0.0,0.253,0.96,96.711,I'LL CRY INSTEAD,Lennon,Lennon,Lennon
162,163,THINGS WE SAID TODAY,The Beatles,A Hard Day's Night,155333,10,1964,57,0.551,0.575,D,0.22,Minor,0.0332,0.239,0.0,0.11199999999999999,0.516,137.054,THINGS WE SAID TODAY,McCartney,McCartney,McCartney
163,164,WHEN I GET HOME,The Beatles,A Hard Day's Night,136640,11,1964,44,0.568,0.7929999999999999,A,0.27699999999999997,Minor,0.0482,0.384,0.0,0.38799999999999996,0.64,125.375,WHEN I GET HOME,Lennon,Lennon,Lennon
164,165,YOU CAN'T DO THAT,The Beatles,A Hard Day's Night,154893,12,1964,49,0.612,0.7879999999999999,C,0.517,Major,0.0335,0.36700000000000005,0.0,0.382,0.961,129.161,YOU CAN'T DO THAT,Lennon,Lennon,Lennon
165,166,I'LL BE BACK,The Beatles,A Hard Day's Night,144186,13,1964,50,0.721,0.527,A,0.7609999999999999,Major,0.0293,0.7440000000000001,0.0,0.18600000000000003,0.6409999999999999,123.902,I'LL BE BACK,Lennon,Lennon,Lennon
166,167,IT WON'T BE LONG,The Beatles,With The Beatles,133386,1,1963,57,0.47200000000000003,0.6729999999999999,E,0.235,Major,0.0318,0.284,0.0,0.20600000000000002,0.862,133.11700000000002,IT WON'T BE LONG,Lennon,Lennon,Lennon
167,168,ALL I'VE GOT TO DO,The Beatles,With The Beatles,122573,2,1963,57,0.49,0.579,Db,0.312,Minor,0.0344,0.217,0.0,0.0644,0.879,119.40299999999999,ALL I'VE GOT TO DO,Lennon,Lennon,Lennon
168,169,ALL MY LOVING,The Beatles,With The Beatles,127853,3,1963,68,0.41600000000000004,0.563,Db,0.16899999999999998,Minor,0.0298,0.207,0.0,0.34299999999999997,0.9,77.56,ALL MY LOVING,McCartney,McCartney,McCartney
169,170,DON'T BOTHER ME,The Beatles,With The Beatles,148253,4,1963,56,0.371,0.7240000000000001,D,0.485,Major,0.0562,0.5539999999999999,0.0,0.299,0.9159999999999999,170.377,DON'T BOTHER ME,Harrison,Harrison,Harrison
170,171,LITTLE CHILD,The Beatles,With The Beatles,106400,5,1963,44,0.526,0.858,A,0.5870000000000001,Major,0.0476,0.292,0.001,0.353,0.8859999999999999,75.596,LITTLE CHILD,Lennon/McCartney,Lennon/McCartney,Lennon/McCartney
171,172,TILL THERE WAS YOU,The Beatles,With The Beatles,133506,6,1963,62,0.727,0.33799999999999997,F,0.858,Major,0.0454,0.79,0.0,0.105,0.6459999999999999,122.421,TILL THERE WAS YOU,Wilson,McCartney,McCartney
172,173,PLEASE MISTER POSTMAN,The Beatles,With The Beatles,154160,7,1963,56,0.552,0.644,A,0.08199999999999999,Major,0.0372,0.675,0.0,0.36,0.961,122.546,PLEASE MISTER POSTMAN,Holland/Gorman,Lennon,Lennon
173,174,ROLL OVER BEETHOVEN,The Beatles,With The Beatles,165466,8,1963,58,0.35100000000000003,0.7490000000000001,D,0.324,Major,0.0628,0.289,0.0,0.0952,0.9670000000000001,160.673,ROLL OVER BEETHOVEN,Berry,Harrison,Harrison
174,175,HOLD ME TIGHT,The Beatles,With The Beatles,151906,9,1963,47,0.54,0.7440000000000001,F,0.7340000000000001,Major,0.0312,0.664,0.0,0.21,0.963,135.731,HOLD ME TIGHT,McCartney,McCartney,McCartney
175,176,YOU REALLY GOT A HOLD ON ME,The Beatles,With The Beatles,181346,10,1963,57,0.373,0.38799999999999996,A,0.19399999999999998,Major,0.0337,0.525,0.0,0.267,0.687,77.643,YOU REALLY GOT A HOLD ON ME,Robinson,Lennon/Harrison,Lennon
176,177,I WANNA BE YOUR MAN,The Beatles,With The Beatles,119506,11,1963,46,0.5529999999999999,0.914,A,0.41,Major,0.0415,0.47700000000000004,0.0,0.292,0.6829999999999999,99.13799999999999,I WANNA BE YOUR MAN,Lennon/McCartney,Starr,Starr
177,178,DEVIL IN HER HEART,The Beatles,With The Beatles,146213,12,1963,47,0.618,0.622,G,0.79,Major,0.0296,0.22699999999999998,0.0,0.0438,0.966,121.072,DEVIL IN HER HEART,Drapkin,Harrison,Harrison
178,179,NOT A SECOND TIME,The Beatles,With The Beatles,126826,13,1963,46,0.47100000000000003,0.8170000000000001,G,0.01,Major,0.0372,0.213,0.0,0.498,0.961,124.848,NOT A SECOND TIME,Lennon,Lennon,Lennon
179,180,MONEY (THAT'S WHAT I WANT),The Beatles,With The Beatles,169506,14,1963,48,0.545,0.853,B,0.855,Minor,0.0394,0.425,0.0,0.266,0.9229999999999999,128.816,MONEY (THAT'S WHAT I WANT),Bradford/Gordy,Lennon,Lennon
180,181,I SAW HER STANDING THERE,The Beatles,Please Please Me,173946,1,1963,68,0.491,0.8009999999999999,E,0.6809999999999999,Major,0.0361,0.27,0.0,0.0665,0.971,160.109,I SAW HER STANDING THERE,McCartney,McCartney,McCartney
181,182,MISERY,The Beatles,Please Please Me,108546,2,1963,51,0.591,0.605,C,0.0,Major,0.0413,0.7070000000000001,0.0,0.309,0.882,133.34799999999998,MISERY,Lennon/McCartney,Lennon/McCartney,Lennon/McCartney
182,183,ANNA (GO TO HIM),The Beatles,Please Please Me,177133,3,1963,60,0.608,0.565,D,0.512,Major,0.0336,0.635,0.0,0.0601,0.835,109.286,ANNA (GO TO HIM),Alexander,Lennon,Lennon
183,184,CHAINS,The Beatles,Please Please Me,145080,4,1963,47,0.654,0.561,Bb,0.924,Major,0.0304,0.608,0.0,0.129,0.929,129.884,CHAINS,Goffin/King,Harrison,Harrison
184,185,BOYS,The Beatles,Please Please Me,146440,5,1963,49,0.402,0.86,E,0.503,Major,0.0504,0.607,0.0,0.736,0.8220000000000001,142.445,BOYS,Dixon/Farrell,Starr,Starr
185,186,ASK ME WHY,The Beatles,Please Please Me,146533,6,1963,49,0.605,0.39399999999999996,E,0.508,Major,0.0378,0.767,0.0,0.0967,0.597,133.942,ASK ME WHY,Lennon,Lennon,Lennon
186,187,PLEASE PLEASE ME,The Beatles,Please Please Me,120853,7,1963,60,0.527,0.48,E,0.589,Major,0.027999999999999997,0.33399999999999996,0.0,0.0702,0.706,139.388,PLEASE PLEASE ME,Lennon,Lennon/McCartney,Lennon
187,188,LOVE ME DO,The Beatles,Please Please Me,141693,8,1963,67,0.52,0.8290000000000001,C,0.662,Major,0.0806,0.386,6.2e-05,0.22699999999999998,0.7440000000000001,147.997,LOVE ME DO,McCartney,Lennon/McCartney,McCartney
188,189,P.S. I LOVE YOU,The Beatles,Please Please Me,124360,9,1963,51,0.635,0.6559999999999999,D,0.7120000000000001,Major,0.0291,0.389,0.0012699999999999999,0.0828,0.77,134.435,P.S. I LOVE YOU,McCartney,McCartney,McCartney
189,190,BABY IT'S YOU,The Beatles,Please Please Me,160520,10,1963,58,0.608,0.494,E,0.14400000000000002,Minor,0.0345,0.778,0.0,0.0926,0.879,112.421,BABY IT'S YOU,David/Williams/Bacharach,Lennon,Lennon
190,191,DO YOU WANT TO KNOW A SECRET,The Beatles,Please Please Me,117013,11,1963,61,0.6729999999999999,0.349,E,0.38,Major,0.0368,0.608,0.0,0.38,0.609,124.45100000000001,DO YOU WANT TO KNOW A SECRET,Lennon,Harrison,Harrison
191,192,A TASTE OF HONEY,The Beatles,Please Please Me,123480,12,1963,48,0.42,0.37200000000000005,Db,0.395,Minor,0.0327,0.698,0.0,0.10400000000000001,0.41200000000000003,101.40799999999999,A TASTE OF HONEY,Scott/Marlow,McCartney,McCartney
192,193,THERE'S A PLACE,The Beatles,Please Please Me,110493,13,1963,48,0.455,0.5820000000000001,E,0.631,Major,0.0292,0.629,4.22e-06,0.172,0.927,140.928,THERE'S A PLACE,Lennon,Lennon,Lennon
193,194,TWIST AND SHOUT,The Beatles,Please Please Me,155226,14,1963,74,0.48200000000000004,0.8490000000000001,D,0.741,Major,0.0452,0.6409999999999999,7.74e-06,0.0414,0.937,124.631,TWIST AND SHOUT,Medley/Russel,Lennon,Lennon
